ID,Date,Consent,Team_Name,Selected_Language,Consent_Time_X_axis,Age_X_axis,Companionship_X_axis,Question_Time_X_axis,Consent_Time_Y_axis,Age_Y_axis,Companionship_Y_axis,Question_Time_Y_axis,StartTime,ClosingTime,Completed,TerminationType,LevelSEQ,Track_ID,Difficulty_Level,Track_StartTime,Track_ClosingTime,TrackTime,Mistake,Track_Completed,InterfaceMode_Time,InterfaceMode_Mode,Points_X,Points_Y,Points_Time,Points_Status
20250615-0026,20250615,True,CUF 26,0,17:22:00:873,8,0,17:22:06:879,17:21:47:711,65,0,17:21:56:052,17:21:47:711,17:28:11:677,False,2,123,5,0,17:22:39:512,17:22:40:429,917,True,False,,,,,,
20250615-0026,20250615,True,CUF 26,0,17:22:00:873,8,0,17:22:06:879,17:21:47:711,65,0,17:21:56:052,17:21:47:711,17:28:11:677,False,2,123,5,0,17:22:45:217,17:22:57:747,12529,True,False,,,,,,
20250615-0026,20250615,True,CUF 26,0,17:22:00:873,8,0,17:22:06:879,17:21:47:711,65,0,17:21:56:052,17:21:47:711,17:28:11:677,False,2,123,5,0,17:23:07:156,17:24:36:163,89005,False,True,,,,,,
20250615-0026,20250615,True,CUF 26,0,17:22:00:873,8,0,17:22:06:879,17:21:47:711,65,0,17:21:56:052,17:21:47:711,17:28:11:677,False,2,123,8,1,17:24:44:121,17:25:38:141,54020,False,True,,,,,,
20250615-0026,20250615,True,CUF 26,0,17:22:00:873,8,0,17:22:06:879,17:21:47:711,65,0,17:21:56:052,17:21:47:711,17:28:11:677,False,2,123,11,2,17:25:46:550,17:26:11:157,24607,True,False,,,,,,
20250615-0026,20250615,True,CUF 26,0,17:22:00:873,8,0,17:22:06:879,17:21:47:711,65,0,17:21:56:052,17:21:47:711,17:28:11:677,False,2,123,11,2,17:26:18:731,17:26:29:443,10710,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,,,,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,6,0,17:30:05:475,17:30:10:997,5521,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,6,0,17:30:18:104,17:30:40:461,22355,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,8,1,17:30:49:652,17:31:05:936,16316,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,8,1,17:31:11:291,17:31:36:132,24841,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,8,1,17:31:42:372,17:31:53:333,10960,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,8,1,17:32:00:290,17:32:19:276,18985,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,11,2,17:32:26:751,17:32:37:460,10710,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,11,2,17:32:42:550,17:32:49:956,7407,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,11,2,17:32:55:512,17:33:55:255,59743,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,11,2,17:34:02:730,17:34:09:086,6356,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,11,2,17:34:14:108,17:35:49:586,95478,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:35:58:011,17:36:01:314,3303,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:36:06:120,17:38:13:681,127561,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,12,3,17:38:38:790,17:38:48:849,10059,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,12,3,17:38:54:121,17:39:43:988,49866,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,12,3,17:39:53:197,17:39:54:899,1701,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,12,3,17:39:59:736,17:40:00:504,767,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,12,3,17:40:05:375,17:40:25:113,19736,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:40:35:288,17:40:36:441,1151,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:40:41:178,17:40:41:912,734,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:40:54:458,17:40:58:930,4471,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:41:03:734,17:41:05:403,1668,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:41:10:157,17:41:24:555,14397,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:41:30:177,17:41:34:065,3887,True,False,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:41:38:836,17:44:49:861,191024,False,True,,,,,,
20250615-0027,20250615,True,CUF 27,1,17:29:34:594,18,1,17:29:46:806,17:29:36:379,18,1,17:29:45:088,17:29:34:594,17:46:22:570,True,0,123,13,3,17:46:19:433,17:46:20:217,783,True,False,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,,,,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,2,0,17:53:12:563,17:53:42:613,30046,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,9,1,17:53:53:954,17:54:22:083,28127,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,10,2,17:54:30:843,17:54:49:544,18701,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,13,3,17:55:02:290,17:56:19:734,77443,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,12,3,17:56:31:979,17:57:24:399,52419,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,13,3,17:58:58:810,17:59:05:149,6339,True,False,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,13,3,17:59:13:324,18:02:49:558,216233,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,12,3,18:03:56:041,18:04:07:619,11578,True,False,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,7,0,18:04:17:862,18:05:30:836,72972,False,True,,,,,,
20250615-0028,20250615,True,CUF 28,0,17:52:53:562,32,1,17:53:00:351,17:52:44:935,0,0,17:52:48:974,17:52:44:935,18:07:39:231,True,2,123,12,3,18:05:42:947,,0,False,False,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,,,,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,6,0,18:10:20:693,18:10:27:749,7056,True,False,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,6,0,18:10:36:825,18:10:58:814,21988,False,True,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,6,0,18:11:04:102,18:11:13:445,9342,True,False,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,6,0,18:11:18:667,18:11:27:259,8591,True,False,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,6,0,18:11:32:197,18:11:44:943,12745,False,True,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,9,1,18:11:53:084,18:12:39:013,45929,True,False,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,9,1,18:12:47:006,18:12:50:475,3470,True,False,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,9,1,18:12:57:349,18:14:41:271,103920,False,True,,,,,,
20250615-0029,20250615,True,CUF 29,0,18:09:41:788,15,0,18:09:50:980,18:10:02:323,21,0,18:10:12:968,18:09:41:788,18:15:13:602,False,1,123,11,2,18:14:50:496,,0,False,False,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,,,,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,5,0,18:20:12:751,18:20:13:335,583,True,False,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,5,0,18:20:20:259,18:21:04:020,43760,False,True,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,5,0,18:21:16:098,18:21:16:599,500,True,False,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,5,0,18:21:21:120,18:21:21:354,233,True,False,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,5,0,18:21:26:292,18:21:44:160,17867,False,True,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,8,1,18:21:57:573,18:22:34:410,36837,False,True,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,8,1,18:22:43:235,18:23:00:236,17000,False,True,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,10,2,18:23:08:544,18:23:23:409,14864,False,True,,,,,,
20250615-0030,20250615,True,CUF 30,0,18:19:57:470,24,3,18:20:04:644,18:19:41:321,30,3,18:19:51:681,18:19:41:321,18:23:39:159,True,0,123,10,2,18:23:29:249,18:23:35:254,6005,False,True,,,,,,
20250615-0031,20250615,True,CUF 31,0,18:33:29:849,22,3,18:33:39:559,18:32:49:393,24,3,18:33:21:057,18:32:49:393,18:35:37:010,False,0,123,,,,,,,,,
20250615-0031,20250615,True,CUF 31,0,18:33:29:849,22,3,18:33:39:559,18:32:49:393,24,3,18:33:21:057,18:32:49:393,18:35:37:010,False,0,123,6,0,18:33:46:816,18:33:58:211,11394,True,False,,,,,,
20250615-0031,20250615,True,CUF 31,0,18:33:29:849,22,3,18:33:39:559,18:32:49:393,24,3,18:33:21:057,18:32:49:393,18:35:37:010,False,0,123,6,0,18:34:04:283,18:34:40:904,36619,False,True,,,,,,
20250615-0031,20250615,True,CUF 31,0,18:33:29:849,22,3,18:33:39:559,18:32:49:393,24,3,18:33:21:057,18:32:49:393,18:35:37:010,False,0,123,9,1,18:34:49:629,18:34:53:399,3770,True,False,,,,,,
20250615-0031,20250615,True,CUF 31,0,18:33:29:849,22,3,18:33:39:559,18:32:49:393,24,3,18:33:21:057,18:32:49:393,18:35:37:010,False,0,123,9,1,18:35:01:925,18:35:29:452,27527,True,False,,,,,,
20250615-0032,20250615,True,CUF 32,1,18:47:09:319,45,0,18:47:19:146,18:46:59:493,15,0,18:47:10:137,18:46:59:493,18:50:04:044,False,2,123,,,,,,,,,
20250615-0032,20250615,True,CUF 32,1,18:47:09:319,45,0,18:47:19:146,18:46:59:493,15,0,18:47:10:137,18:46:59:493,18:50:04:044,False,2,123,5,0,18:47:29:272,18:47:59:637,30363,False,True,,,,,,
20250615-0032,20250615,True,CUF 32,1,18:47:09:319,45,0,18:47:19:146,18:46:59:493,15,0,18:47:10:137,18:46:59:493,18:50:04:044,False,2,123,5,0,18:48:18:104,18:48:51:038,32932,False,True,,,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,,,,,,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,4,0,18:55:48:038,18:56:11:479,23439,True,False,,,,,,
20250615-0033,,,,,,,,,,,,,,,,,,4,,,,,,,18:55:56:297,1,,,,
20250615-0033,,,,,,,,,,,,,,,,,,4,,,,,,,18:55:56:497,0,,,,
20250615-0033,,,,,,,,,,,,,,,,,,4,,,,,,,18:55:56:647,1,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,4,0,18:56:19:653,18:56:21:438,1784,True,False,,,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,4,0,18:56:30:081,18:56:31:164,1084,True,False,,,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,4,0,18:56:37:788,18:56:39:389,1601,True,False,,,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,4,0,18:56:44:645,18:56:47:798,3153,True,False,,,,,,
20250615-0033,20250615,True,CUF 33,1,18:55:34:959,20,2,18:55:40:598,18:55:14:638,30,2,18:55:24:715,18:55:14:638,18:59:36:050,False,2,123,4,0,18:56:53:737,18:57:43:688,49949,False,True,,,,,,
20250616-0000,20250616,True,CUG 00,0,08:49:06:689,100,1,08:49:11:594,08:49:06:854,15,1,08:49:14:212,08:48:37:312,08:50:44:870,False,2,123,,,,,,,,,
20250616-0000,20250616,True,CUG 00,0,08:49:06:689,100,1,08:49:11:594,08:49:06:854,15,1,08:49:14:212,08:48:37:312,08:50:44:870,False,2,123,1,0,08:49:21:654,08:49:29:327,7674,True,False,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,,,,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,4,0,09:05:08:413,09:05:29:200,20787,True,False,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,4,0,09:05:38:092,09:06:17:550,39455,False,True,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,4,0,09:06:26:357,09:06:27:142,784,True,False,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,4,0,09:06:32:080,09:06:32:764,684,True,False,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,4,0,09:06:38:903,09:06:42:257,3353,True,False,,,,,,
20250616-0001,20250616,True,CUG 01,0,09:04:41:553,14,3,09:05:01:373,09:04:42:871,15,3,09:05:01:306,09:04:41:553,09:07:56:464,False,2,123,4,0,09:06:47:111,,0,False,False,,,,,,
20250616-0002,20250616,True,CUG 02,1,09:09:36:180,20,1,09:09:47:008,09:09:38:382,21,1,09:09:47:475,09:09:36:180,09:12:50:291,False,2,123,,,,,,,,,
20250616-0002,20250616,True,CUG 02,1,09:09:36:180,20,1,09:09:47:008,09:09:38:382,21,1,09:09:47:475,09:09:36:180,09:12:50:291,False,2,123,5,0,09:09:54:731,09:10:22:843,28111,False,True,,,,,,
20250616-0002,20250616,True,CUG 02,1,09:09:36:180,20,1,09:09:47:008,09:09:38:382,21,1,09:09:47:475,09:09:36:180,09:12:50:291,False,2,123,8,1,09:10:37:073,09:11:10:107,33033,True,False,,,,,,
20250616-0003,20250616,True,CUG 03,0,09:16:43:488,13,3,09:17:01:257,09:16:43:338,13,3,09:17:01:490,09:16:43:338,09:20:16:585,False,0,123,,,,,,,,,
20250616-0003,20250616,True,CUG 03,0,09:16:43:488,13,3,09:17:01:257,09:16:43:338,13,3,09:17:01:490,09:16:43:338,09:20:16:585,False,0,123,4,0,09:17:08:797,09:17:16:355,7557,True,False,,,,,,
20250616-0003,20250616,True,CUG 03,0,09:16:43:488,13,3,09:17:01:257,09:16:43:338,13,3,09:17:01:490,09:16:43:338,09:20:16:585,False,0,123,4,0,09:17:22:244,09:18:15:298,53052,False,True,,,,,,
20250616-0003,20250616,True,CUG 03,0,09:16:43:488,13,3,09:17:01:257,09:16:43:338,13,3,09:17:01:490,09:16:43:338,09:20:16:585,False,0,123,9,1,09:18:24:840,09:18:37:252,12411,True,False,,,,,,
20250616-0003,20250616,True,CUG 03,0,09:16:43:488,13,3,09:17:01:257,09:16:43:338,13,3,09:17:01:490,09:16:43:338,09:20:16:585,False,0,123,9,1,09:18:45:210,09:19:01:110,15899,True,False,,,,,,
20250616-0003,20250616,True,CUG 03,0,09:16:43:488,13,3,09:17:01:257,09:16:43:338,13,3,09:17:01:490,09:16:43:338,09:20:16:585,False,0,123,9,1,09:19:06:898,09:20:13:081,66182,True,False,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,,,,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,3,0,09:21:47:441,09:22:21:160,33717,False,True,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,3,0,09:22:32:070,09:22:44:850,12779,False,True,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,3,0,09:22:50:838,09:22:58:963,8124,False,True,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,8,1,09:23:23:488,09:23:45:243,21755,True,False,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,8,1,09:23:51:399,09:24:19:678,28278,False,True,,,,,,
20250616-0004,20250616,True,CUG 04,0,09:21:07:986,14,1,09:21:37:798,09:20:58:710,14,1,09:21:23:251,09:20:58:710,09:24:37:112,False,1,123,10,2,09:24:29:137,,0,False,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,,,,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:26:30:040,09:27:05:643,35602,False,True,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:27:18:922,09:27:19:540,617,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:27:27:231,09:27:28:249,1017,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:27:33:970,09:27:34:487,516,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:27:39:009,09:27:50:670,11661,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:27:55:741,09:27:57:443,1701,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:28:01:997,09:28:13:093,11094,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:28:17:647,09:28:19:300,1651,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:28:23:787,09:28:26:056,2268,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,2,0,09:28:30:643,09:28:52:282,21638,False,True,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,9,1,09:29:06:329,09:29:22:829,16499,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,9,1,09:29:29:602,09:29:47:620,18017,True,False,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,9,1,09:29:52:942,09:30:12:830,19886,False,True,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,10,2,09:30:21:704,09:30:35:051,13346,False,True,,,,,,
20250616-0005,20250616,True,CUG 05,0,09:26:12:973,1,1,09:26:23:217,09:26:00:861,100,1,09:26:08:618,09:26:00:861,09:32:02:489,True,0,123,10,2,09:30:41:324,09:30:46:262,4938,False,True,,,,,,
